date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:01:14	39386/39386	---M-Z	200	added ('OK')	text/html	etag:%2249894-1643630778;gz%22	http://23hrtowing.co.za/our-fleet/	C:/My%20Web%20Sites/23/23hrtowing.co.za/our-fleet/index.html	(from http://23hrtowing.co.za/)
03:01:14	21575/21575	---MCZ	200	added ('OK')	text/html	date:Fri,%2004%20Feb%202022%2001:01:15%20GMT	http://23hrtowing.co.za/?s=	C:/My%20Web%20Sites/23/23hrtowing.co.za/index1919.html	(from http://23hrtowing.co.za/)
03:01:18	72763/72763	---M--	200	added ('OK')	image/png	date:Fri,%2016%20Aug%202019%2008:03:00%20GMT	http://23hrtowing.co.za/wp-content/uploads/2019/08/23hr-logo.png	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2019/08/23hr-logo.png	(from http://23hrtowing.co.za/)
03:01:25	52874/52874	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Sep%202018%2009:35:38%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/battery-icon.png	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/battery-icon.png	(from http://23hrtowing.co.za/)
03:01:26	99845/99845	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2008:55:05%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/tyre-change-assist-slide.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/tyre-change-assist-slide.jpg	(from http://23hrtowing.co.za/)
03:01:27	81186/81186	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2008:55:03%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/fuel-assist-slide.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/fuel-assist-slide.jpg	(from http://23hrtowing.co.za/)
03:01:27	55271/55271	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Sep%202018%2009:35:40%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/road-side-assistance-icon.png	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/road-side-assistance-icon.png	(from http://23hrtowing.co.za/)
03:01:30	51853/51853	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Sep%202018%2009:35:40%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/petrol-icon.png	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/petrol-icon.png	(from http://23hrtowing.co.za/)
03:01:31	2707/2707	---M--	403	error ('Forbidden')	text/html		http://23hrtowing.co.za/wp-content/uploads/2018/10/VID-20181011-WA0024.mp4	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/10/VID-20181011-WA0024.1f.delayed	(from http://23hrtowing.co.za/)
03:01:32	51638/51638	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Sep%202018%2009:35:39%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/Mechanical-Towing-icon.png	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/Mechanical-Towing-icon.png	(from http://23hrtowing.co.za/)
03:01:34	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Feb%202022%2001:01:35%20GMT	http://spiderwebhosting.co.za/wp-content/uploads/2019/03/SPIDERWEB-WHITE-DESIGNED-HOSTED-BLACK-SMALL.png	C:/My%20Web%20Sites/23/spiderwebhosting.co.za/wp-content/uploads/2019/03/SPIDERWEB-WHITE-DESIGNED-HOSTED-BLACK-SMALL.21.delayed	(from http://23hrtowing.co.za/)
03:01:34	51046/51046	---M--	200	added ('OK')	image/png	date:Fri,%2021%20Sep%202018%2009:35:41%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/towing-icon.png	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/towing-icon.png	(from http://23hrtowing.co.za/)
03:01:35	50734/50734	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2010:04:46%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/Wimberley-Towing-Roadside-Assistance-Jump-Start-2.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/Wimberley-Towing-Roadside-Assistance-Jump-Start-2.jpg	(from http://23hrtowing.co.za/)
03:01:36	5959/5959	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Mar%202019%2008:25:19%20GMT	https://spiderwebhosting.co.za/wp-content/uploads/2019/03/SPIDERWEB-WHITE-DESIGNED-HOSTED-BLACK-SMALL.png	C:/My%20Web%20Sites/23/spiderwebhosting.co.za/wp-content/uploads/2019/03/SPIDERWEB-WHITE-DESIGNED-HOSTED-BLACK-SMALL.png	(from http://23hrtowing.co.za/)
03:01:38	2845/2845	---M-Z	200	added ('OK')	text/html	date:Fri,%2004%20Feb%202022%2001:01:38%20GMT	http://23hrtowing.co.za/wp-content/themes/enfold/framework/	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/themes/enfold/framework/index.html	(from http://23hrtowing.co.za/)
03:01:38	1/1	---M-Z	400	error ('Bad%20Request')	text/html	date:Fri,%2004%20Feb%202022%2001:01:38%20GMT	http://23hrtowing.co.za/wp-admin/admin-ajax.php	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-admin/admin-ajax.23.delayed	(from http://23hrtowing.co.za/)
03:01:38	0/0	---M--	200	added ('OK')	text/html	date:Fri,%2004%20Feb%202022%2001:01:39%20GMT	http://23hrtowing.co.za/wp-content/themes/enfold/	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/themes/enfold/index.html	(from http://23hrtowing.co.za/)
03:01:41	1193/1193	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2014:23:57%20GMT	http://23hrtowing.co.za/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=5.4.9	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-includes/js/mediaelement/mediaelement-migrate.mina8c1.js	(from http://23hrtowing.co.za/)
03:01:41	160453/160453	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2013%20Nov%202019%2008:14:39%20GMT	http://23hrtowing.co.za/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.13-9993131	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-includes/js/mediaelement/mediaelement-and-player.minc270.js	(from http://23hrtowing.co.za/)
03:01:42	906/906	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2014:23:57%20GMT	http://23hrtowing.co.za/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=5.4.9	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-includes/js/mediaelement/wp-mediaelement.mina8c1.js	(from http://23hrtowing.co.za/)
03:01:43	1426/1426	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2014:23:56%20GMT	http://23hrtowing.co.za/wp-includes/js/wp-embed.min.js?ver=5.4.9	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-includes/js/wp-embed.mina8c1.js	(from http://23hrtowing.co.za/)
03:01:46	4598/4598	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2001%20Aug%202017%2004:43:51%20GMT	http://23hrtowing.co.za/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-includes/js/mediaelement/mejs-controls.svg	(from http://23hrtowing.co.za/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.13-9993131)
03:01:46	175860/175860	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2009%20Jul%202020%2006:48:29%20GMT	http://23hrtowing.co.za/wp-content/uploads/dynamic_avia/avia-footer-scripts-06cb52ab55e550f17855bdb311ad01f1---5f06bdbd2e9f6.js	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/dynamic_avia/avia-footer-scripts-06cb52ab55e550f17855bdb311ad01f1---5f06bdbd2e9f6.js	(from http://23hrtowing.co.za/)
03:01:47	2093/2093	---M--	200	added ('OK')	image/gif	date:Wed,%2017%20Jun%202020%2008:40:12%20GMT	http://23hrtowing.co.za/wp-content/themes/enfold/images/layout/loading.gif	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/themes/enfold/images/layout/loading.gif	(from http://23hrtowing.co.za/wp-content/uploads/dynamic_avia/avia-merged-styles-a28cdb151472fb535ad263d819a6c266---5f06bdbce0808.css)
03:01:48	2299/2299	---M--	200	added ('OK')	application/json	etag:%2253652-1643936509;;;%22	http://23hrtowing.co.za/wp-json/oembed/1.0/embed?url=http%3A%2F%2F23hrtowing.co.za%2Fservices%2F	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-json/oembed/1.0/embed9689.json	(from http://23hrtowing.co.za/services/)
03:01:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Feb%202022%2001:01:49%20GMT	http://23hrtowing.co.za/?p=952	C:/My%20Web%20Sites/23/23hrtowing.co.za/index1025.html	(from http://23hrtowing.co.za/services/)
03:01:49	2391/2391	---M-Z	200	added ('OK')	text/xml	etag:%2253653-1643936510;gz%22	http://23hrtowing.co.za/wp-json/oembed/1.0/embed?url=http%3A%2F%2F23hrtowing.co.za%2Fservices%2F&format=xml	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-json/oembed/1.0/embede7f1	(from http://23hrtowing.co.za/services/)
03:01:51	36474/36474	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2008:55:03%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/fuel-assist-slide-300x126.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/fuel-assist-slide-300x126.jpg	(from http://23hrtowing.co.za/services/)
03:01:51	25945/25945	---MCZ	200	added ('OK')	text/html	etag:%2253654-1643936512;gz%22	http://23hrtowing.co.za/services/?s=	C:/My%20Web%20Sites/23/23hrtowing.co.za/services/index1919.html	(from http://23hrtowing.co.za/services/)
03:01:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Feb%202022%2001:01:53%20GMT	http://23hrtowing.co.za/?p=954	C:/My%20Web%20Sites/23/23hrtowing.co.za/index74e6.html	(from http://23hrtowing.co.za/contact/)
03:01:52	2294/2294	---M--	200	added ('OK')	application/json	etag:%2253655-1643936513;;;%22	http://23hrtowing.co.za/wp-json/oembed/1.0/embed?url=http%3A%2F%2F23hrtowing.co.za%2Fcontact%2F	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-json/oembed/1.0/embed1df4.json	(from http://23hrtowing.co.za/contact/)
03:01:53	2386/2386	---M-Z	200	added ('OK')	text/xml	etag:%2253656-1643936514;gz%22	http://23hrtowing.co.za/wp-json/oembed/1.0/embed?url=http%3A%2F%2F23hrtowing.co.za%2Fcontact%2F&format=xml	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-json/oembed/1.0/embed5d07	(from http://23hrtowing.co.za/contact/)
03:01:56	2304/2304	---M--	200	added ('OK')	application/json	etag:%2253658-1643936516;;;%22	http://23hrtowing.co.za/wp-json/oembed/1.0/embed?url=http%3A%2F%2F23hrtowing.co.za%2Four-fleet%2F	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-json/oembed/1.0/embedaf30.json	(from http://23hrtowing.co.za/our-fleet/)
03:01:56	29415/29415	---MCZ	200	added ('OK')	text/html	etag:%2253657-1643936516;gz%22	http://23hrtowing.co.za/contact/?s=	C:/My%20Web%20Sites/23/23hrtowing.co.za/contact/index1919.html	(from http://23hrtowing.co.za/contact/)
03:01:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2004%20Feb%202022%2001:01:57%20GMT	http://23hrtowing.co.za/?p=961	C:/My%20Web%20Sites/23/23hrtowing.co.za/indexf14d.html	(from http://23hrtowing.co.za/our-fleet/)
03:01:56	2396/2396	---M-Z	200	added ('OK')	text/xml	etag:%2253659-1643936517;gz%22	http://23hrtowing.co.za/wp-json/oembed/1.0/embed?url=http%3A%2F%2F23hrtowing.co.za%2Four-fleet%2F&format=xml	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-json/oembed/1.0/embedc339	(from http://23hrtowing.co.za/our-fleet/)
03:01:58	39386/39386	---MCZ	200	added ('OK')	text/html	etag:%2253660-1643936519;gz%22	http://23hrtowing.co.za/our-fleet/?s=	C:/My%20Web%20Sites/23/23hrtowing.co.za/our-fleet/index1919.html	(from http://23hrtowing.co.za/our-fleet/)
03:02:00	49216/49216	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:12:06%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/23hr-towing-pic.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/23hr-towing-pic.jpg	(from http://23hrtowing.co.za/our-fleet/)
03:02:02	40042/40042	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:18:01%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0006.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0006.jpg	(from http://23hrtowing.co.za/our-fleet/)
03:02:25	156338/156338	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:18:03%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0007-705x397.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0007-705x397.jpg	(from http://23hrtowing.co.za/our-fleet/)
03:02:35	273818/273818	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:18:03%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0007-1024x576.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0007-1024x576.jpg	(from http://23hrtowing.co.za/our-fleet/)
03:02:39	76088/76088	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:18:06%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0009.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0009.jpg	(from http://23hrtowing.co.za/our-fleet/)
03:02:45	236102/236102	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:18:05%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0008-705x397.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0008-705x397.jpg	(from http://23hrtowing.co.za/our-fleet/)
03:02:49	62565/62565	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:18:07%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0010.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0010.jpg	(from http://23hrtowing.co.za/our-fleet/)
03:03:02	63895/63895	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:18:08%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0011.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0011.jpg	(from http://23hrtowing.co.za/our-fleet/)
03:03:10	420702/420702	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:18:04%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0008-1024x576.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0008-1024x576.jpg	(from http://23hrtowing.co.za/our-fleet/)
03:03:15	249366/249366	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:18:06%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0009-529x705.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0009-529x705.jpg	(from http://23hrtowing.co.za/our-fleet/)
03:03:17	196098/196098	---M--	200	added ('OK')	image/jpeg	date:Fri,%2021%20Sep%202018%2013:18:08%20GMT	http://23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0010-705x423.jpg	C:/My%20Web%20Sites/23/23hrtowing.co.za/wp-content/uploads/2018/09/IMG-20180919-WA0010-705x423.jpg	(from http://23hrtowing.co.za/our-fleet/)
